Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN
IE00BK72HH44.SG,UBS MSCI World Socially Responsible UCITS ETF USD dis,"0,19%",Distribution,Réplication complète,IE00BK72HH44
MSRUSB.SW,UBS MSCI EM Socially Responsible UCITS ETF USD acc,"0,24%",Capitalisation,Échantillonnage optimisé,LU1048313974
EUES.MI,iShares EUR Ultrashort Bond ESG SRI UCITS ETF EUR (Acc),"0,09%",Capitalisation,Échantillonnage,IE000NBRE3P7
IUAE.L,iShares US Aggregate Bond UCITS ETF EUR Hedged (Acc),"0,30%",Capitalisation,Échantillonnage,IE00BDFJYM28
MTF.PA,Amundi Euro Government Bond 15+Y UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU1287023268
SRIL.AS,iShares MSCI USA SRI UCITS ETF USD (Dist),"0,20%",Distribution,Réplication complète,IE00BZ173T46
9E0E.DE,Amundi Index Euro Aggregate SRI UCITS ETF DR (D),"0,16%",Distribution,Échantillonnage,LU2439113387
DE000A3GYNB0.SG,Bitwise Physical XRP ETP,"1,95%",Capitalisation,Physiquement garanti,DE000A3GYNB0
EPRA.PA,Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR,"0,24%",Capitalisation,Réplication complète,LU1437018838
LDCE.DE,PIMCO Euro Low Duration Corporate Bond UCITS ETF Dist,"0,49%",Distribution,Échantillonnage,IE00BP9F2J32
GGRW.L,WisdomTree Global Quality Dividend Growth UCITS ETF USD,"0,38%",Distribution,Échantillonnage optimisé,IE00BZ56RN96
LWCE.PA,Amundi MSCI Europe Climate Paris Aligned UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU2130768844
IE0000X2DXK3.SG,iShares iBonds Dec 2025 Term USD Corporate UCITS ETF USD (Acc),"0,12%",Capitalisation,Échantillonnage,IE0000X2DXK3
LU1847674733.SG,Ossiam Bloomberg Eurozone PAB NR UCITS ETF 1C (EUR),"0,17%",Capitalisation,Réplication complète,LU1847674733
QCEU.PA,Amundi MSCI Europe Quality Factor UCITS ETF EUR (C),"0,23%",Capitalisation,Basée sur swap non financé,LU1681041890
IE00BKT1CS59.SG,iShares J.P. Morgan USD EM Corp Bond UCITS ETF EUR Hedged (Acc),"0,53%",Capitalisation,Échantillonnage,IE00BKT1CS59
TRET.AS,VanEck Global Real Estate UCITS ETF,"0,25%",Distribution,Réplication complète,NL0009690239
IE00B5BD5K76.SG,HSBC MSCI Europe UCITS ETF EUR,"0,10%",Distribution,Réplication complète,IE00B5BD5K76
MTH.PA,Amundi Euro Government Bond 25+Y UCITS ETF Acc,"0,07%",Capitalisation,Réplication complète,LU1686832194
JREJ.L,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),"0,25%",Capitalisation,Réplication complète,IE00BP2NF958
CH1184151731.SG,Hashdex Nasdaq Crypto Index Europe ETP,"1,00%",Capitalisation,Physiquement garanti,CH1184151731
SXR0.DE,iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc),"0,35%",Capitalisation,Échantillonnage optimisé,IE00BYXPXL17
EXHA.DE,iShares eb.rexx Government Germany UCITS ETF (DE),"0,16%",Distribution,Échantillonnage,DE0006289465
XFVT.L,Xtrackers FTSE Vietnam Swap UCITS ETF 1C,"0,85%",Capitalisation,Basée sur swap non financé,LU0322252924
IBC0.DE,iShares STOXX Europe Equity Multifactor UCITS ETF EUR (Acc),"0,25%",Capitalisation,Échantillonnage optimisé,IE00BZ0PKV06
IE0005MWBFR7.SG,JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),"0,25%",Capitalisation,Réplication complète,IE0005MWBFR7
AJASR.PA,BNP Paribas Easy Sustainable Japan UCITS ETF EUR R Acc,"0,20%",Capitalisation,Réplication complète,IE0000SS94R1
SYB5.DE,SPDR Bloomberg 1-5 Year Gilt UCITS ETF,"0,15%",Distribution,Réplication complète,IE00B6YX5K17
IE0000VITHT2.SG,iShares iBonds Dec 2028 Term USD Corporate UCITS ETF USD (Dist),"0,12%",Distribution,Échantillonnage,IE0000VITHT2
IE00BQ70R696.SG,Invesco Nasdaq Biotech UCITS ETF,"0,40%",Capitalisation,Basée sur swap non financé,IE00BQ70R696
26ID.PA,iShares iBonds Dec 2026 Term USD Corporate UCITS ETF USD (Acc),"0,12%",Capitalisation,Échantillonnage,IE000BWITBP9
SEMD.AS,iShares MSCI EM SRI UCITS ETF USD (Dist),"0,25%",Distribution,Réplication complète,IE00BGDQ0T50
EQQD.L,Invesco Nasdaq-100 Swap UCITS ETF Dist,"0,20%",Distribution,Basée sur swap non financé,IE000RUF4QN8
XLVS.L,Invesco US Health Care Sector UCITS ETF,"0,14%",Capitalisation,Basée sur swap non financé,IE00B3WMTH43
IWDS.AS,iShares MSCI World Swap UCITS ETF USD (Acc),"0,12%",Capitalisation,Basée sur swap non financé,IE000F9IDGB5
IEMS.L,iShares MSCI Emerging Markets Small Cap UCITS ETF,"0,74%",Distribution,Échantillonnage optimisé,IE00B3F81G20
ACLT.DE,AXA IM ACT Climate Equity UCITS ETF USD Acc,"0,70%",Capitalisation,Réplication complète,IE000Z8BHG02
020Y.L,iShares EUR Government Bond 20yr Target Duration UCITS ETF EUR (Dist),"0,15%",Distribution,Échantillonnage,IE00BSKRJX20
CP9.PA,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned UCITS ETF DR - EUR (C),"0,45%",Capitalisation,Réplication complète,LU1602144906
MA13.PA,Amundi Euro Highest Rated Macro-Weighted Government Bond 1-3Y UCITS ETF Acc,"0,17%",Capitalisation,Réplication complète,LU1829219556
FEMP.L,Fidelity ESG USD EM Bond UCITS ETF ACC-GBP (hedged),"0,50%",Capitalisation,Réplication complète,IE00BM9GRQ71
IDKO.L,iShares MSCI Korea UCITS ETF (Dist),"0,65%",Distribution,Réplication complète,IE00B0M63391
TRXS.L,Invesco US Treasury Bond 7-10 Year UCITS ETF GBP Hedged Dist,"0,10%",Distribution,Échantillonnage,IE00BF2FNB90
IE000PMX0MW6.SG,Amundi S&P Global Utilities ESG UCITS ETF DR EUR (A),"0,18%",Capitalisation,Réplication complète,IE000PMX0MW6
EFRB.DE,iShares EUR Floating Rate Bond Advanced UCITS ETF EUR (Acc),"0,10%",Capitalisation,Échantillonnage,IE000NVM56L3
UKG5.L,L&G UK Gilt 0-5 Year UCITS ETF,"0,06%",Distribution,Échantillonnage optimisé,IE00BLRPQK69
IBZL.L,iShares MSCI Brazil UCITS ETF (Dist),"0,74%",Distribution,Réplication complète,IE00B0M63516
SPED.L,Invesco S&P 500 Equal Weight UCITS ETF Dist,"0,20%",Distribution,Réplication complète,IE00BM8QRY62
SPYP.DE,SPDR MSCI Europe Materials UCITS ETF,"0,18%",Capitalisation,Réplication complète,IE00BKWQ0L68
EXI3.DE,iShares Dow Jones Industrial Average UCITS ETF (DE),"0,51%",Distribution,Réplication complète,DE0006289390
EMV.L,iShares Edge MSCI EM Minimum Volatility UCITS ETF,"0,40%",Capitalisation,Échantillonnage optimisé,IE00B8KGV557
3SUR.DE,iShares MSCI USA SRI UCITS ETF EUR Hedged (Dist),"0,23%",Distribution,Réplication complète,IE00BZ173V67
V3GE.DE,Vanguard ESG Global Corporate Bond UCITS ETF EUR Hedged Distributing,"0,15%",Distribution,Réplication complète,IE00BNDS1Q47
TRSY.L,SPDR Bloomberg US Treasury Bond UCITS ETF,"0,15%",Distribution,Échantillonnage,IE00B44CND37
ENG.PA,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF EUR Capitalisation,"0,31%",Capitalisation,Réplication complète,IE000FF2EBQ8
GLAD.SW,SPDR Bloomberg Global Aggregate Bond UCITS ETF USD Hedged (Acc),"0,10%",Capitalisation,Échantillonnage optimisé,IE00BKC94M46
STHY.L,PIMCO US Short-Term High Yield Corporate Bond UCITS ETF Dist,"0,55%",Distribution,Échantillonnage,IE00B7N3YW49
APX.PA,Amundi MSCI AC Asia Ex Japan UCITS ETF Acc,"0,50%",Capitalisation,Basée sur swap non financé,LU1900068161
WFIN.SW,SPDR MSCI World Financials UCITS ETF,"0,30%",Capitalisation,Réplication complète,IE00BYTRR970
CEC.PA,Amundi MSCI Eastern Europe Ex Russia UCITS ETF Acc,"0,50%",Capitalisation,Basée sur swap non financé,LU1900066462
IUSZ.L,iShares MSCI USA Mid-Cap Equal Weight UCITS ETF USD (Acc),"0,20%",Capitalisation,Échantillonnage optimisé,IE00BD1F4K20
IWFS.L,iShares MSCI World Mid-Cap Equal Weight UCITS ETF USD (Acc),"0,30%",Capitalisation,Échantillonnage optimisé,IE00BP3QZD73
HKOR.L,HSBC MSCI Korea Capped UCITS ETF USD,"0,50%",Distribution,Réplication complète,IE00B3Z0X395
PAEEM.PA,Amundi PEA Emergent (MSCI Emerging) ESG Transition UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,FR0013412020
EURO.SW,SPDR MSCI EMU UCITS ETF,"0,18%",Capitalisation,Réplication complète,IE00B910VR50
IE00BJQRDP39.SG,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF EUR PfHdg Acc,"0,30%",Capitalisation,Réplication complète,IE00BJQRDP39
PANX.PA,Amundi PEA US Tech Screened UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,FR0013412269
ERTH.PA,Amundi Euro Government Green Bond UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,LU2356220926
IU0E.DE,iShares USD Corporate Bond ESG SRI 0-3yr UCITS ETF EUR Hedged (Acc),"0,14%",Capitalisation,Échantillonnage,IE00BG5QQ390
IE000V6KDJC9.SG,UBS MSCI World Selection UCITS ETF hEUR dis,"0,18%",Distribution,Réplication complète,IE000V6KDJC9
ESIT.L,iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc),"0,18%",Capitalisation,Réplication complète,IE00BMW42413
TPXE.PA,Amundi Japan Topix UCITS ETF EUR,"0,20%",Capitalisation,Basée sur swap non financé,LU1681037609
IE000ONQ3X90.SG,Xtrackers MSCI World UCITS ETF 2C - EUR Hedged,"0,17%",Capitalisation,Échantillonnage optimisé,IE000ONQ3X90
PSFE.DE,Invesco Euro Corporate Bond UCITS ETF Dist,"0,10%",Distribution,Échantillonnage,IE00BF51K249
MFEC.PA,Amundi MSCI EMU UCITS ETF Acc,"0,12%",Capitalisation,Réplication complète,LU1646361276
AGUG.AS,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Dist),"0,10%",Distribution,Échantillonnage,IE00BMGNVD65
XD5D.L,Xtrackers MSCI EMU UCITS ETF 1C - USD Hedged,"0,17%",Capitalisation,Réplication complète,LU1127514245
DBXF.DE,Xtrackers Eurozone Government Bond 15-30 UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0290357507
IE000CR7DJI8.SG,iShares S&P 500 Scored and Screened UCITS ETF EUR Hedged (Acc),"0,10%",Capitalisation,Réplication complète,IE000CR7DJI8
SEL.PA,Amundi Stoxx Europe Select Dividend 30 UCITS ETF Dist,"0,30%",Distribution,Basée sur swap non financé,LU1812092168
GB00BLD4ZN31.SG,CoinShares Physical XRP,"1,50%",Capitalisation,Physiquement garanti,GB00BLD4ZN31
CLWD.PA,Amundi MSCI World ESG Broad Transition UCITS ETF Dist,"0,20%",Distribution,Réplication complète,IE000PB4LRO2
IE000NDWFGA5.SG,Global X Uranium UCITS ETF USD Accumulating,"0,65%",Capitalisation,Réplication complète,IE000NDWFGA5
XDWM.DE,Xtrackers MSCI World Materials UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BM67HS53
HDLV.L,Invesco S&P 500 High Dividend Low Volatility UCITS ETF,"0,30%",Distribution,Réplication complète,IE00BWTN6Y99
EXXY.DE,iShares Diversified Commodity Swap UCITS ETF (DE),"0,46%",Capitalisation,Basée sur swap non financé,DE000A0H0728
IE00BG143G97.SG,Vanguard Germany All Cap UCITS ETF Distributing,"0,10%",Distribution,Réplication complète,IE00BG143G97
SCWX.DE,Scalable MSCI AC World Xtrackers UCITS ETF 1C,"0,00%",Capitalisation,Physique & Synthétique,LU2903252349
IE0003JSNHV9.SG,JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF EUR (acc),"0,25%",Capitalisation,Échantillonnage optimisé,IE0003JSNHV9
H50A.L,HSBC Euro Stoxx 50 UCITS ETF EUR (Acc),"0,05%",Capitalisation,Réplication complète,IE000MWUQBJ0
CLIM.PA,Amundi Global Aggregate Green Bond UCITS ETF Acc,"0,25%",Capitalisation,Réplication complète,LU1563454310
WSLV.MI,WisdomTree Core Physical Silver,"0,19%",Capitalisation,Physiquement garanti,JE00BQRFDY49
ICHD.AS,iShares MSCI China UCITS ETF USD (Dist),"0,28%",Distribution,Réplication complète,IE00BL977C92
LYTNOW.SW,Amundi MSCI World Information Technology UCITS ETF USD Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU0533033741
KLWD.L,WisdomTree Cloud Computing UCITS ETF USD Acc,"0,40%",Capitalisation,Réplication complète,IE00BJGWQN72
DE000A3GPSP7.SG,VanEck Ethereum ETN,"1,00%",Capitalisation,Physiquement garanti,DE000A3GPSP7
ALAT.PA,Amundi MSCI Emerging Markets Latin America UCITS ETF EUR (C),"0,20%",Capitalisation,Basée sur swap non financé,LU1681045024
GGMUSY.SW,UBS Solactive Global Pure Gold Miners UCITS ETF USD dis,"0,43%",Distribution,Réplication complète,IE00B7KMNP07
IE00BLPK3577.SG,WisdomTree Cybersecurity UCITS ETF USD Acc,"0,45%",Capitalisation,Réplication complète,IE00BLPK3577
PRAJ.DE,Amundi Prime Japan UCITS ETF DR (C),"0,05%",Capitalisation,Réplication complète,LU2089238385
LCAL.L,Amundi MSCI EM Asia ESG Broad Transition UCITS ETF Acc,"0,25%",Capitalisation,Réplication complète,LU1781541849
CSWG.L,Amundi MSCI Switzerland UCITS ETF CHF,"0,25%",Capitalisation,Basée sur swap non financé,LU1681044993
U03A.L,iShares USD Treasury Bond 0-3 Month UCITS ETF USD (Acc),"0,07%",Capitalisation,Échantillonnage optimisé,IE000SSFEUS3
MEEQ.SW,Invesco MSCI Europe Equal Weight UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,IE000LUZJNI7
IE000SBHVL31.SG,AXA IM ACT Biodiversity Equity UCITS ETF USD Acc,"0,70%",Capitalisation,Réplication complète,IE000SBHVL31
DISW.MI,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR EUR (A),"0,18%",Capitalisation,Réplication complète,IE000NM0ALX6
LJPN.SW,Amundi MSCI Japan UCITS ETF Dist,"0,12%",Distribution,Réplication complète,LU2090063673
GLRE.L,SPDR Dow Jones Global Real Estate UCITS ETF,"0,40%",Distribution,Échantillonnage optimisé,IE00B8GF1M35
ISED.AS,iShares MSCI Europe SRI UCITS ETF EUR (Dist),"0,20%",Distribution,Réplication complète,IE00BGDPWW94
MSDU.L,Amundi MSCI Emerging Markets SRI Climate Paris Aligned UCITS ETF DR (D),"0,25%",Distribution,Réplication complète,LU2059756754
EUEE.DE,iShares Europe Equity Enhanced Active UCITS ETF EUR (Acc),"0,25%",Capitalisation,Réplication complète,IE00000EF730
XESD.DE,Xtrackers Spanish Equity UCITS ETF 1D,"0,30%",Distribution,Réplication complète,LU0994505336
HSWD.L,HSBC DEVELOPED WORLD SCREENED EQUITY UCITS ETF USD,"0,18%",Capitalisation,Réplication complète,IE00BKY59K37
IE000JBB8CR7.SG,AXA IM Euro Credit PAB UCITS ETF EUR Acc,"0,20%",Capitalisation,Réplication complète,IE000JBB8CR7
UESD.L,iShares GBP Ultrashort Bond ESG SRI ​UCITS ETF GBP (Dist),"0,09%",Distribution,Échantillonnage,IE00BJP26F04
TPXH.PA,Amundi Japan Topix UCITS ETF Daily Hedged EUR (C),"0,48%",Capitalisation,Basée sur swap non financé,LU1681037864
IWVE.AS,iShares MSCI World Value Factor Advanced UCITS ETF USD (Acc),"0,25%",Capitalisation,Réplication complète,IE000H1H16W5
ASHR.L,Xtrackers Harvest CSI 300 UCITS ETF 1D,"0,65%",Distribution,Réplication complète,LU0875160326
EMBC.SW,iShares J.P. Morgan USD EM Bond CHF Hedged UCITS ETF (Dist),"0,50%",Distribution,Échantillonnage,IE00B9M04V95
BRNG.L,WisdomTree Brent Crude Oil,"0,49%",Capitalisation,Basée sur swap,JE00B78CGV99
WDMVO.SW,UBS Factor MSCI World Selection Minimum Volatility UCITS ETF USD acc,"0,25%",Capitalisation,Réplication complète,IE000EJ2EHO7
CEBH.DE,iShares iBonds Dec 2025 Term EUR Corporate UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage,IE000NXQKHU1
CYBA.AS,iShares China CNY Bond UCITS ETF USD (Acc),"0,35%",Capitalisation,Réplication complète,IE00BKPSFD61
FLRG.L,Franklin Sustainable Euro Green Bond UCITS ETF EUR (Acc) Capitalisation,"0,25%",Capitalisation,Réplication complète,IE00BHZRR253
AM3A.PA,Amundi Government Bond Highest Rated Euro Investment Grade UCITS ETF EUR (C),"0,14%",Capitalisation,Échantillonnage,LU1681046691
LU2297533809.SG,Amundi Index US Corporate SRI UCITS ETF DR Hedged EUR (D),"0,18%",Distribution,Réplication complète,LU2297533809
LU0969639474.SG,UBS Core BBG EUR Gov 1-10 UCITS ETF EUR acc,"0,09%",Capitalisation,Échantillonnage,LU0969639474
XD9C.SW,Xtrackers MSCI USA UCITS ETF 3C CHF Hedged,"0,12%",Capitalisation,Réplication complète,IE00BG04LZ52
CBSUSE.MI,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF hEUR acc,"0,16%",Capitalisation,Échantillonnage,LU1215461325
LU1655103486.SG,Ossiam Bloomberg Europe ex Eurozone PAB NR UCITS ETF 1C (EUR),"0,17%",Capitalisation,Réplication complète,LU1655103486
EXV6.DE,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0F5UK5
XD9D.DE,Xtrackers MSCI USA UCITS ETF 1D,"0,07%",Distribution,Réplication complète,IE00BK1PV445
29GI.DE,iShares iBonds Dec 2029 Term EUR Corporate UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage,IE000IHURBR0
CN1.PA,Amundi MSCI Nordic UCITS ETF EUR (C),"0,25%",Capitalisation,Réplication complète,LU1681044647
HMAD.L,HSBC MSCI AC Far East ex Japan UCITS ETF USD,"0,45%",Capitalisation,Réplication complète,IE00BBQ2W338
XAD2.DE,Xtrackers Physical Silver EUR Hedged ETC,"0,75%",Capitalisation,Physiquement garanti,DE000A1EK0J7
EXV2.DE,iShares STOXX Europe 600 Telecommunications UCITS ETF (DE),"0,47%",Distribution,Réplication complète,DE000A0H08R2
IE00BYXYX521.SG,Invesco Bloomberg Commodity ex-Agriculture UCITS ETF Acc,"0,19%",Capitalisation,Basée sur swap non financé,IE00BYXYX521
SADA.L,Amundi MSCI EM Asia SRI Climate Paris Aligned UCITS ETF DR (D),"0,25%",Distribution,Réplication complète,LU2300294589
CD8.PA,Amundi ETF MSCI EMU High Dividend UCITS ETF EUR,"0,30%",Capitalisation,Réplication complète,FR0010717090
US10.PA,Amundi US Treasury Bond Long Dated UCITS ETF Dist,"0,06%",Distribution,Réplication complète,LU1407890620
RENG.L,L&G Clean Energy UCITS ETF,"0,49%",Capitalisation,Réplication complète,IE00BK5BCH80
CD9.PA,Amundi MSCI Europe High Dividend Factor UCITS ETF EUR (C),"0,23%",Capitalisation,Basée sur swap non financé,LU1681041973
LDEG.L,L&G Quality Equity Dividends ESG Exclusions Europe ex-UK UCITS ETF,"0,25%",Distribution,Échantillonnage optimisé,IE00BMYDM919
WEBN.DE,Amundi Prime All Country World UCITS ETF Acc,"0,07%",Capitalisation,Réplication complète,IE0003XJA0J9
ISUS.L,iShares MSCI USA Islamic UCITS ETF,"0,30%",Distribution,Échantillonnage optimisé,IE00B296QM64
IGLE.AS,iShares Global Government Bond UCITS ETF EUR Hedged (Dist),"0,25%",Distribution,Échantillonnage,IE00BKT6FT27
CYBE.AS,iShares China CNY Bond UCITS ETF EUR Hedged (Acc),"0,40%",Capitalisation,Réplication complète,IE00BKT6VQ12
IE000TT7HZ88.SG,AXA IM MSCI World Equity PAB UCITS ETF EUR Hedged Acc,"0,23%",Capitalisation,Réplication complète,IE000TT7HZ88
CJ1.PA,Amundi MSCI Japan ESG Broad Transition UCITS ETF EUR Acc,"0,15%",Capitalisation,Réplication complète,LU1602144732
IE000LYBU7X5.SG,HSBC MSCI WORLD VALUE SCREENED UCITS ETF USD (Acc),"0,25%",Capitalisation,Réplication complète,IE000LYBU7X5
COBO.MI,WisdomTree AT1 CoCo Bond UCITS ETF EUR Hedged,"0,39%",Distribution,Échantillonnage,IE00BFNNN236
GB00BJYDH394.SG,WisdomTree Physical Ethereum,"0,35%",Capitalisation,Physiquement garanti,GB00BJYDH394
LU2233156749.SG,Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR (C),"0,18%",Capitalisation,Réplication complète,LU2233156749
FVSA.DE,Franklin Euro Short Maturity UCITS ETF (Acc),"0,15%",Capitalisation,Réplication complète,IE000STIHQB2
SXLP.L,SPDR S&P U.S. Consumer Staples Select Sector UCITS ETF USD,"0,15%",Capitalisation,Réplication complète,IE00BWBXM385
VAL.PA,Amundi MSCI EMU Value Factor UCITS ETF Dist,"0,40%",Distribution,Réplication complète,LU1598690169
TFRN.L,WisdomTree USD Floating Rate Treasury Bond UCITS ETF USD Acc,"0,15%",Capitalisation,Réplication complète,IE00BJJYYX67
AUSAUW.SW,UBS MSCI Australia UCITS ETF AUD acc,"0,40%",Capitalisation,Réplication complète,IE00BD4TY451
CH0445689208.SG,21Shares Crypto Basket Index ETP,"0,99%",Capitalisation,Physiquement garanti,CH0445689208
IE000GWA2J58.SG,Xtrackers MSCI Emerging Markets UCITS ETF 1D,"0,18%",Distribution,Réplication complète,IE000GWA2J58
XEOU.SW,Xtrackers MSCI Europe UCITS ETF 2C USD hedged,"0,30%",Capitalisation,Réplication complète,LU1184092051
GRE.PA,Amundi MSCI Greece UCITS ETF Dist,"0,45%",Distribution,Basée sur swap non financé,FR0010405431
LU1974695790.SG,UBS J.P. Morgan USD EM IG Screened Diversified Bond UCITS ETF USD acc,"0,40%",Capitalisation,Échantillonnage,LU1974695790
XSDR.L,Xtrackers MSCI Europe Health Care Screened UCITS ETF 1C 1C,"0,17%",Capitalisation,Réplication complète,LU0292103222
PABZ.PA,Amundi MSCI EMU Climate Paris Aligned UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU2182388582
SUKC.L,SPDR Bloomberg 0-5 Year Sterling Corporate Bond UCITS ETF,"0,20%",Distribution,Échantillonnage,IE00BCBJF711
IGBG.AS,iShares Broad Global Government Bond UCITS ETF USD (Dist),"0,10%",Distribution,Réplication complète,IE000J8Z5N74
ESDD.PA,BNP Paribas Easy S&P 500 UCITS ETF,"0,13%",Distribution,Basée sur swap non financé,FR0011550680
EMLB.L,PIMCO Emerging Markets Advantage Local Bond UCITS ETF Acc,"0,39%",Capitalisation,Échantillonnage,IE00B4P11460
ID29.L,iShares iBonds Dec 2029 Term USD Corporate UCITS ETF USD (Acc),"0,12%",Capitalisation,Échantillonnage,IE000QJMYB29
MLPD.L,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Dist,"0,50%",Distribution,Basée sur swap non financé,IE00B8CJW150
ESGG.L,Invesco MSCI World ESG Universal Screened UCITS ETF Acc,"0,19%",Capitalisation,Échantillonnage optimisé,IE00BJQRDK83
IE00BN4Q0602.SG,UBS MSCI USA Climate Paris Aligned UCITS ETF USD acc,"0,09%",Capitalisation,Réplication complète,IE00BN4Q0602
LU2611731667.SG,Amundi MDAX ESG UCITS ETF Dist,"0,30%",Distribution,Réplication complète,LU2611731667
WENT.L,WisdomTree Energy Transition Metals,"0,45%",Capitalisation,Basée sur swap,XS2425848053
