Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN,Annualised_Tracking_Difference
EEA.PA,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF,"0,40%",Capitalisation,Réplication complète,LU0950381748,0.0991
BIODV.PA,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF,"0,35%",Capitalisation,Réplication complète,LU2446381555,-0.0053
EJAH.PA,BNP Paribas Easy MSCI Japan Min TE UCITS ETF EUR Hedged,"0,16%",Capitalisation,Réplication complète,LU1481203070,-0.0606
LU2244387887.SG,BNP Paribas Easy ESG Growth Europe UCITS ETF Acc,"0,31%",Capitalisation,Basée sur swap non financé,LU2244387887,-0.3523
EVOE.PA,BNP Paribas Easy ESG Low Volatility Europe UCITS ETF,"0,31%",Capitalisation,Basée sur swap non financé,LU1377381717,-0.3254
EWRD.PA,BNP Paribas Easy MSCI World SRI S-Series PAB 5% Capped UCITS ETF USD Acc,"0,26%",Capitalisation,Réplication complète,LU1291108642,-0.203
EMSR.PA,BNP Paribas Easy MSCI Emerging SRI S-Series PAB 5% Capped UCITS ETF USD Acc,"0,31%",Capitalisation,Réplication complète,LU1291098314,-0.7061
EVAE.PA,BNP Paribas Easy ESG Value Europe UCITS ETF,"0,30%",Capitalisation,Basée sur swap non financé,LU1377382285,-0.3208
BJLX.DE,BNP Paribas Easy Sustainable EUR Corporate Bond December 2032 UCITS ETF Acc,"0,12%",Capitalisation,Réplication complète,LU2823895847,-0.2842
AJASE.PA,BNP Paribas Easy Sustainable Japan UCITS ETF EUR Acc,"0,20%",Capitalisation,Réplication complète,IE000YARBD10,0.1132
BJLW.DE,BNP Paribas Easy Sustainable EUR Corporate Bond December 2029 UCITS ETF Acc,"0,12%",Capitalisation,Réplication complète,LU2823896811,-0.2056
BJLV.DE,BNP Paribas Easy Sustainable EUR Corporate Bond December 2027 UCITS ETF Acc,"0,12%",Capitalisation,Réplication complète,LU2823898353,-0.0883
SRIEC.PA,BNP Paribas Easy MSCI Europe SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,"0,25%",Capitalisation,Réplication complète,LU1753045332,0.0636
EISR.PA,BNP Paribas Easy MSCI Emerging SRI PAB UCITS ETF EUR Dis,"0,31%",Distribution,Basée sur swap,LU1659681313,-0.6141
SRIC7.PA,BNP Paribas Easy EUR Corporate Bond SRI Fossil Free 7-10Y UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU2742532828,-0.1721
GOV10.PA,BNP Paribas Easy JPM ESG EMU Government Bond IG 10Y+ UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU2742533636,-0.0555
LCWLD.PA,BNP Paribas Easy Low Carbon 300 World PAB UCITS ETF Acc,"0,31%",Capitalisation,Réplication complète,LU2194449075,-0.2112
ECND.PA,BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF Dist,"0,30%",Distribution,Réplication complète,LU1377382442,-0.0138
EDEU.PA,BNP Paribas Easy ESG Dividend Europe UCITS ETF,"0,31%",Capitalisation,Basée sur swap non financé,LU1615090864,-0.3607
SPEUH.PA,BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF EUR Hedged Acc,"0,13%",Capitalisation,Réplication complète,IE000Q6C8036,-0.1441
GRCTB.MI,BNP Paribas Easy FTSE EPRA Nareit Global Developed Green CTB UCITS ETF EUR Acc,"0,41%",Capitalisation,Réplication complète,IE0007YP0PL1,-0.215
GSSBO.PA,BNP Paribas Easy JPM ESG Green Social & Sustainability IG EUR Bond UCITS ETF Dist,"0,25%",Distribution,Réplication complète,LU2365458731,-0.2835
PAACU.PA,BNP Paribas Easy MSCI ACWI SRI S-Series PAB 5% Capped UCITS ETF USD C,"0,20%",Capitalisation,Réplication complète,IE000WQ5O293,-0.186
SRIJC.PA,BNP Paribas Easy MSCI Japan SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,"0,26%",Capitalisation,Réplication complète,LU1753045845,-0.3101
SRIJ.PA,BNP Paribas Easy MSCI Japan SRI S-Series PAB 5% Capped UCITS ETF EUR Dis,"0,26%",Distribution,Réplication complète,LU1753045928,-0.3082
SRIC6.PA,BNP Paribas Easy EUR Corporate Bond SRI PAB 3-5Y UCITS ETF,"0,15%",Capitalisation,Réplication complète,LU2446383338,-0.2384
LU2365458145.SG,BNP Paribas Easy ECPI Global ESG Hydrogen Economy UCITS ETF EUR,"0,31%",Capitalisation,Réplication complète,LU2365458145,0.0036
CHINU.PA,BNP Paribas Easy MSCI China Min TE UCITS ETF USD Acc,"0,27%",Capitalisation,Réplication complète,LU2314312922,-0.3727
PAACE.MI,BNP Paribas Easy MSCI ACWI SRI S-Series PAB 5% Capped UCITS ETF EUR C,"0,20%",Capitalisation,Réplication complète,IE0004HBJKG0,-0.1861
LU2244386137.SG,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF Dis,"0,25%",Distribution,Réplication complète,LU2244386137,-0.4087
GEU3D.PA,BNP Paribas Easy JPM ESG EMU Government Bond IG 1-3Y UCITS ETF Distribution,"0,15%",Distribution,Réplication complète,LU2533810789,-0.1506
SRIUD.PA,BNP Paribas Easy EUR Corporate Bond SRI Fossil Free Ultrashort Duration UCITS ETF Dist,"0,10%",Distribution,Réplication complète,LU2533811910,-0.1314
MEDTE.PA,BNP Paribas Easy ECPI Global ESG Med Tech UCITS ETF EUR,"0,31%",Capitalisation,Réplication complète,LU2365457410,-0.2378
VLED.PA,BNP Paribas Easy ESG Low Volatility Europe UCITS ETF,"0,31%",Distribution,Basée sur swap non financé,LU1481201025,-0.3152
QUED.PA,BNP Paribas Easy ESG Quality Europe UCITS ETF,"0,31%",Distribution,Basée sur swap non financé,LU1481201611,-0.3213
VALD.PA,BNP Paribas Easy ESG Value Europe UCITS ETF,"0,30%",Distribution,Basée sur swap non financé,LU1481201702,-0.3101
BJLZ.DE,BNP Paribas Easy Sustainable EUR Corporate Bond December 2029 UCITS ETF Dist,"0,12%",Distribution,Réplication complète,LU2823896738,-0.2031
BSRID.PA,BNP Paribas Easy EUR Aggregate Bond SRI Fossil Free UCITS ETF Distribution,"0,15%",Distribution,Réplication complète,LU2533812728,-0.1314
LCDE.DE,BNP Paribas Easy Low Carbon 100 Eurozone PAB UCITS ETF Cap EUR,"0,30%",Capitalisation,Réplication complète,LU2194448267,-0.01
LU2697596828.SG,BNP Paribas Easy Sustainable EUR Corporate Bond UCITS ETF Distribution,"0,18%",Distribution,Réplication complète,LU2697596828,-0.307
LU2823895763.SG,BNP Paribas Easy Sustainable EUR Corporate Bond December 2032 UCITS ETF Dist,"0,12%",Distribution,Réplication complète,LU2823895763,-0.2841
BJLT.DE,BNP Paribas Easy EUR Corporate Bond SRI Fossil Free 7-10Y UCITS ETF Dist,"0,15%",Distribution,Réplication complète,LU2742532745,-0.1714
EJAPU.PA,BNP Paribas Easy MSCI Japan Min TE UCITS ETF USD,"0,16%",Capitalisation,Réplication complète,LU2800573128,-0.1814
REUSD.PA,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF USD,"0,30%",Capitalisation,Réplication complète,LU2533810276,-0.1473
BJL0.DE,BNP Paribas Easy Sustainable EUR Corporate Bond December 2027 UCITS ETF D,"0,12%",Distribution,Réplication complète,LU2823898437,-0.0884
GOD10.PA,BNP Paribas Easy JPM ESG EMU Government Bond IG 10Y+ UCITS ETF Dist,"0,15%",Distribution,Réplication complète,LU2742533552,-0.0558
BLUSD.PA,BNP Paribas Easy ECPI Global ESG Blue Economy UCITS ETF USD,"0,31%",Capitalisation,Réplication complète,LU2533813296,-0.0291
HYDUS.PA,BNP Paribas Easy ECPI Global ESG Hydrogen Economy UCITS ETF USD,"0,31%",Capitalisation,Réplication complète,LU2533813023,-0.0013
USCBD.PA,BNP Paribas Easy USD Corporate Bond SRI Fossil Free UCITS ETF Dist,"0,20%",Distribution,Réplication complète,LU2616776444,-0.1078
MTUSD.PA,BNP Paribas Easy ECPI Global ESG Med Tech UCITS ETF USD,"0,31%",Capitalisation,Réplication complète,LU2533811084,-0.2632
LCEUD.PA,BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF SD Dist,"0,30%",Distribution,Réplication complète,LU2777377875,0.0734
BJLB.DE,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF USD Capitalisation,"0,31%",Capitalisation,Réplication complète,IE0006O3TTP9,0.0563
BJLQ.DE,BNP Paribas Easy Sustainable EUR Government Bond UCITS ETF Distribution,"0,12%",Distribution,Réplication complète,LU2697597719,-0.1414
CSSPX.MI,iShares Core S&P 500 UCITS ETF USD (Acc),"0,07%",Capitalisation,Réplication complète,IE00B5BMR087,0.3519999999999982
IWDA.L,iShares Core MSCI World UCITS ETF USD (Acc),"0,20%",Capitalisation,Échantillonnage optimisé,IE00B4L5Y983,0.13000000000000114
EMIM.L,iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),"0,18%",Capitalisation,Réplication complète,IE00BKM4GZ66,0.06200000000000046
SSAC.L,iShares MSCI ACWI UCITS ETF USD (Acc),"0,20%",Capitalisation,Échantillonnage optimisé,IE00B6R52259,0.08600000000000137
CSNDX.SW,iShares Nasdaq 100 UCITS ETF (Acc),"0,30%",Capitalisation,Réplication complète,IE00B53SZB19,-0.4180000000000007
ISFA.AS,iShares Core FTSE 100 UCITS ETF GBP (Dist),"0,07%",Distribution,Réplication complète,IE0005042456,-0.16000000000000228
IB01.L,iShares USD Treasury Bond 0-1yr UCITS ETF (Acc),"0,07%",Capitalisation,Échantillonnage,IE00BGSF1X88,-0.04200000000000017
IMEA.SW,iShares Core MSCI Europe UCITS ETF EUR (Acc),"0,12%",Capitalisation,Échantillonnage optimisé,IE00B4K48X80,0.46799999999999786
IITU.L,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),"0,15%",Capitalisation,Réplication complète,IE00B3WJKG14,-0.05399999999999636
SGAS.DE,iShares MSCI USA Screened UCITS ETF USD (Acc),"0,07%",Capitalisation,Réplication complète,IE00BFNM3G45,0.3
IEAC.L,iShares Core EUR Corporate Bond UCITS ETF (Dist),"0,09%",Distribution,Échantillonnage,IE00B3F81R35,-0.14800000000000002
EEDS.L,iShares MSCI USA ESG Enhanced CTB UCITS ETF USD (Dist),"0,07%",Distribution,Réplication complète,IE00BHZPJ890,0.2960000000000008
IMEU.AS,iShares Core MSCI Europe UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage optimisé,IE00B1YZSC51,0.4599999999999994
I500.AS,iShares S&P 500 Swap UCITS ETF USD (Acc),"0,05%",Capitalisation,Basée sur swap non financé,IE00BMTX1Y45,0.5733333333333329
EXSA.DE,iShares STOXX Europe 600 UCITS ETF (DE),"0,20%",Distribution,Réplication complète,DE0002635307,0.31800000000000067
EXW1.DE,iShares EURO STOXX 50 UCITS ETF (DE),"0,09%",Distribution,Réplication complète,DE0005933956,0.847999999999999
IUSE.L,iShares S&P 500 EUR Hedged UCITS ETF (Acc),"0,20%",Capitalisation,Réplication complète,IE00B3ZW0K18,0.1200000000000017
IWRD.L,iShares MSCI World UCITS ETF (Dist),"0,50%",Distribution,Échantillonnage optimisé,IE00B0M62Q58,-0.4419999999999987
IE00BHZPJ908.SG,iShares MSCI USA ESG Enhanced CTB UCITS ETF USD (Acc),"0,07%",Capitalisation,Réplication complète,IE00BHZPJ908,0.2980000000000018
SUSW.L,iShares MSCI World SRI UCITS ETF EUR (Acc),"0,20%",Capitalisation,Réplication complète,IE00BYX2JD69,0.03400000000000034
SHYG.L,iShares EUR High Yield Corporate Bond UCITS ETF EUR (Dist),"0,50%",Distribution,Échantillonnage,IE00B66F4759,-0.25800000000000056
IJPA.L,iShares Core MSCI Japan IMI UCITS ETF,"0,12%",Capitalisation,Échantillonnage optimisé,IE00B4L5YX21,-0.13800000000000096
CSBGU7.SW,iShares USD Treasury Bond 3-7yr UCITS ETF (Acc),"0,07%",Capitalisation,Échantillonnage,IE00B3VWN393,-0.0040000000000000036
WSML.L,iShares MSCI World Small Cap UCITS ETF,"0,35%",Capitalisation,Échantillonnage optimisé,IE00BF4RFH31,0.02400000000000091
SEGA.L,iShares Core Euro Government Bond UCITS ETF (Dist),"0,07%",Distribution,Échantillonnage,IE00B4WXJJ64,-0.05799999999999983
IE00BHZPJ239.SG,iShares MSCI EM ESG Enhanced CTB UCITS ETF USD (Acc),"0,18%",Capitalisation,Réplication complète,IE00BHZPJ239,-0.2039999999999999
IBTA.L,iShares USD Treasury Bond 1-3yr UCITS ETF (Acc),"0,07%",Capitalisation,Échantillonnage,IE00BYXPSP02,0.0019999999999999575
IEMM.AS,iShares MSCI EM UCITS ETF (Dist),"0,18%",Distribution,Réplication complète,IE00B0M63177,-0.039999999999999855
EUEAA.XC,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),"0,10%",Distribution,Réplication complète,IE0008471009,0.8840000000000003
NDIA.L,iShares MSCI India UCITS ETF USD (Acc),"0,65%",Capitalisation,Réplication complète,IE00BZCQB185,-1.3019999999999983
EXXT.DE,iShares Nasdaq 100 UCITS ETF (DE),"0,30%",Distribution,Réplication complète,DE000A0F5UF5,-0.6579999999999984
IEMA.L,iShares MSCI EM UCITS ETF (Acc),"0,18%",Capitalisation,Réplication complète,IE00B4L5YC18,-0.0020000000000003127
ISVQF,iShares USD Short Duration Corporate Bond UCITS ETF (Acc),"0,20%",Capitalisation,Échantillonnage,IE00BYXYYP94,-0.15799999999999984
AYEM.DE,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),"0,18%",Capitalisation,Réplication complète,IE00BFNM3P36,0.021999999999999888
EDMW.DE,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),"0,20%",Capitalisation,Échantillonnage optimisé,IE00BHZPJ569,0.05600000000000023
SUOE.L,iShares EUR Corporate Bond ESG SRI UCITS ETF (Dist),"0,14%",Distribution,Échantillonnage,IE00BYZTVT56,-0.15999999999999998
IE15.L,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),"0,20%",Distribution,Échantillonnage,IE00B4L60045,-0.21600000000000003
SNAW.DE,iShares MSCI World Screened UCITS ETF USD (Acc),"0,20%",Capitalisation,Échantillonnage optimisé,IE00BFNM3J75,0.060000000000002274
SLMC.DE,iShares MSCI Europe Screened UCITS ETF EUR (Acc),"0,12%",Capitalisation,Échantillonnage optimisé,IE00BFNM3D14,0.4579999999999984
CSBGU0.SW,iShares USD Treasury Bond 7-10yr UCITS ETF (Acc),"0,07%",Capitalisation,Échantillonnage,IE00B3VWN518,0.008000000000000184
EEUD.L,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage optimisé,IE00BHZPJ676,0.35
IWFQ.L,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),"0,25%",Capitalisation,Échantillonnage optimisé,IE00BP3QZ601,-0.19799999999999898
IEML.L,iShares J.P. Morgan EM Local Government Bond UCITS ETF,"0,50%",Distribution,Échantillonnage,IE00B5M4WH52,-0.5740000000000001
IUAA.L,iShares US Aggregate Bond UCITS ETF (Acc),"0,25%",Capitalisation,Échantillonnage,IE00BYXYYM63,-0.20800000000000002
IEMB.L,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),"0,45%",Distribution,Échantillonnage,IE00B2NPKV68,-0.08399999999999999
CSEMAS.SW,iShares MSCI EM Asia UCITS ETF (Acc),"0,20%",Capitalisation,Réplication complète,IE00B5L8K969,-0.06400000000000006
LQDA.L,iShares USD Corporate Bond UCITS ETF (Acc),"0,20%",Capitalisation,Échantillonnage,IE00BYXYYJ35,-0.14600000000000007
ERN1.L,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),"0,09%",Distribution,Échantillonnage,IE00BCRY6557,-0.005999999999999872
EWSP.AS,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),"0,15%",Capitalisation,Réplication complète,IE000MLMNYS0,0.08999999999999986
IWFV.L,iShares Edge MSCI World Value Factor UCITS ETF,"0,25%",Capitalisation,Échantillonnage optimisé,IE00BP3QZB59,0.12399999999999807
IGLT.MI,iShares Core UK Gilts UCITS ETF,"0,07%",Distribution,Échantillonnage,IE00B1FZSB30,-0.012000000000000455
IBTM.SW,iShares USD Treasury Bond 7-10yr UCITS ETF (Dist),"0,07%",Distribution,Échantillonnage,IE00B1FZS798,0.010000000000000142
IE00BJ5JPG56.SG,iShares MSCI China UCITS ETF USD (Acc),"0,28%",Capitalisation,Réplication complète,IE00BJ5JPG56,-0.24399999999999977
ISPA.DE,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),"0,46%",Distribution,Réplication complète,DE000A0F5UH1,-0.3640000000000015
EHYA.AS,iShares EUR High Yield Corporate Bond ESG SRI UCITS ETF EUR (Acc),"0,25%",Capitalisation,Échantillonnage,IE00BJK55C48,-0.16599999999999965
IEAA.L,iShares Core EUR Corporate Bond UCITS ETF (Acc),"0,09%",Capitalisation,Échantillonnage,IE00BF11F565,-0.14800000000000002
CSPXJ.SW,iShares Core MSCI Pacific ex Japan UCITS ETF (Acc),"0,20%",Capitalisation,Réplication complète,IE00B52MJY50,-0.2
AGGU.L,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Acc),"0,10%",Capitalisation,Échantillonnage,IE00BZ043R46,1.7419999999999998
RBOT.L,iShares Automation & Robotics UCITS ETF,"0,40%",Capitalisation,Échantillonnage optimisé,IE00BYZK4552,-0.36200000000000043
SUAS.L,iShares MSCI USA SRI UCITS ETF USD (Acc),"0,20%",Capitalisation,Réplication complète,IE00BYVJRR92,0.03799999999999955
IWFM.L,iShares Edge MSCI World Momentum Factor UCITS ETF (Acc),"0,25%",Capitalisation,Échantillonnage optimisé,IE00BP3QZ825,-0.34399999999999975
SUSS.L,iShares EUR Corporate Bond 0-3yr ESG SRI UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage,IE00BYZTVV78,-0.16999999999999976
EXV1.DE,iShares STOXX Europe 600 Banks UCITS ETF (DE),"0,47%",Distribution,Réplication complète,DE000A0F5UJ7,1.5
EDM4.DE,iShares MSCI EMU ESG Enhanced CTB UCITS ETF EUR (Acc),"0,12%",Capitalisation,Échantillonnage optimisé,IE00BHZPJ015,0.6820000000000022
SUES.L,iShares MSCI EM SRI UCITS ETF,"0,25%",Capitalisation,Réplication complète,IE00BYVJRP78,-0.5219999999999999
FLOA.L,iShares USD Floating Rate Bond UCITS ETF USD (Acc),"0,10%",Capitalisation,Échantillonnage,IE00BDFGJ627,-0.0740000000000002
MINV.L,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),"0,30%",Capitalisation,Échantillonnage optimisé,IE00B8FHGS14,0.03599999999999994
IAUP.L,iShares Gold Producers UCITS ETF,"0,55%",Capitalisation,Réplication complète,IE00B6R52036,-0.5780000000000001
IBGX.SW,iShares Euro Government Bond 3-5yr UCITS ETF,"0,15%",Distribution,Échantillonnage,IE00B1FZS681,-0.152
EXI2.DE,iShares Dow Jones Global Titans 50 UCITS ETF (DE) EUR (Dist),"0,51%",Distribution,Échantillonnage optimisé,DE0006289382,-1.8180000000000007
EXCH.AS,iShares MSCI EM ex-China UCITS ETF USD (Acc),"0,18%",Capitalisation,Réplication complète,IE00BMG6Z448,-0.0533333333333322
IBTS.L,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),"0,07%",Distribution,Échantillonnage,IE00B14X4S71,0.0019999999999999575
4BRZ.DE,iShares MSCI Brazil UCITS ETF (DE) USD (Acc),"0,31%",Capitalisation,Réplication complète,DE000A0Q4R85,-0.568
UIFS.L,iShares S&P 500 Financials Sector UCITS ETF (Acc),"0,15%",Capitalisation,Réplication complète,IE00B4JNQZ49,0.3480000000000018
EXS3.DE,iShares MDAX UCITS ETF (DE),"0,51%",Capitalisation,Réplication complète,DE0005933923,-0.23000000000000007
IBCX.L,iShares Euro Corporate Bond Large Cap UCITS ETF,"0,09%",Distribution,Échantillonnage,IE0032523478,-0.09
IUST.DE,iShares USD TIPS UCITS ETF USD (Acc),"0,10%",Capitalisation,Échantillonnage,IE00B1FZSC47,-0.06999999999999992
IHYA.L,iShares USD High Yield Corporate Bond UCITS ETF USD (Acc),"0,50%",Capitalisation,Échantillonnage,IE00BYXYYL56,-0.5779999999999994
SECA.DE,iShares EUR Government Bond Climate UCITS ETF EUR (Acc),"0,09%",Capitalisation,Échantillonnage optimisé,IE00BLDGH553,-0.06999999999999999
IBGS.SW,iShares Euro Government Bond 1-3yr UCITS ETF (Dist),"0,15%",Distribution,Échantillonnage,IE00B14X4Q57,-0.15999999999999998
SLXX.L,iShares Core GBP Corporate Bond UCITS ETF,"0,20%",Distribution,Échantillonnage,IE00B00FV011,-0.14399999999999996
IH2O.L,iShares Global Water UCITS ETF,"0,65%",Distribution,Réplication complète,IE00B1TXK627,-0.9099999999999995
EMBE.L,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),"0,50%",Distribution,Échantillonnage,IE00B9M6RS56,-0.166
IEFV.L,iShares Edge MSCI Europe Value Factor UCITS ETF,"0,25%",Capitalisation,Échantillonnage optimisé,IE00BQN1K901,0.43400000000000033
DTLA.L,iShares USD Treasury Bond 20+yr UCITS ETF USD (Acc),"0,07%",Capitalisation,Échantillonnage,IE00BFM6TC58,0.00799999999999983
CSUS.SW,iShares MSCI USA UCITS ETF (Acc),"0,07%",Capitalisation,Réplication complète,IE00B52SFT06,0.12199999999999989
IS0R.DE,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),"0,50%",Distribution,Échantillonnage,IE00B4PY7Y77,-0.5779999999999994
AGGG.L,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),"0,10%",Distribution,Échantillonnage,IE00B3F81409,-0.06799999999999998
CBE3.L,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),"0,15%",Capitalisation,Échantillonnage,IE00B3VTMJ91,-0.162
IUQA.L,iShares Edge MSCI USA Quality Factor UCITS ETF,"0,20%",Capitalisation,Réplication complète,IE00BD1F4L37,0.01799999999999784
EDM6.DE,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Acc),"0,12%",Capitalisation,Échantillonnage optimisé,IE00BHZPJ783,0.35200000000000103
INRG.L,iShares Global Clean Energy Transition UCITS ETF USD (Dist),"0,65%",Distribution,Réplication complète,IE00B1XNHC34,-0.49799999999999994
IMBA.L,iShares US Mortgage Backed Securities UCITS ETF (Acc),"0,28%",Capitalisation,Échantillonnage,IE00BYXYYN70,-0.29799999999999993
CNYAN.MX,iShares MSCI China A UCITS ETF,"0,40%",Capitalisation,Réplication complète,IE00BQT3WG13,-0.344
IUVL.L,iShares Edge MSCI USA Value Factor UCITS ETF,"0,20%",Capitalisation,Réplication complète,IE00BD1F4M44,0.3759999999999991
IUHC.L,iShares S&P 500 Health Care Sector UCITS ETF (Acc),"0,15%",Capitalisation,Réplication complète,IE00B43HR379,0.15600000000000022
ISP6.L,iShares S&P SmallCap 600 UCITS ETF,"0,30%",Distribution,Échantillonnage optimisé,IE00B2QWCY14,-0.1279999999999987
SEAG.L,iShares EUR Aggregate Bond ESG SRI UCITS ETF EUR (Dist),"0,16%",Distribution,Échantillonnage,IE00B3DKXQ41,-0.14399999999999977
CSUSS.MI,iShares MSCI USA Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),"0,43%",Capitalisation,Échantillonnage optimisé,IE00B3VWM098,-0.21400000000000147
I50D.AS,iShares S&P 500 Swap UCITS ETF USD (Dist),"0,05%",Distribution,Basée sur swap non financé,IE000D3BWBR2,0.5733333333333329
